Time (days since 0000-01-01 00:00:00),Longwave (W/m^2),Shortwave (W/m^2),Latent (W/m^2),Sensible (W/m^2),Wind Stress u (N/m^2),Wind Stress v (N/m^2),Wind Speed 10m u (m/s),Wind Speed 10m v (m/s),Precipitation (kg/m^2/s)
733741.9167,-111.5,0,-158.2447778,-136.8278056,0.4,-0.1,12.1,-1.8,0
733741.9583,-112.6,0,-149.8064722,-130.6146111,0.3,-0.1,11.8,-0.8,0
733742,-114.3,0,-141.0235833,-125.3076389,0.3,0,11.2,-0.2,0
733742.0417,-114.3,0,-130.1905,-118.7331944,0.3,0,10.4,0.6,0
733742.0833,-116.5,0,-119.8275,-112.7828889,0.2,0,9.6,1.4,0
733742.125,-114.1,0,-111.0745833,-107.6985,0.2,0,8.7,2.2,0
733742.1667,-111.8,0,-104.1542778,-103.17,0.2,0,7.9,2.8,0
733742.2083,-97.2,0,-98.40705556,-98.24252778,0.1,0,7,3.3,0
733742.25,-90.5,0,-92.73266667,-92.01086111,0.1,0,6,3.5,0
733742.2917,-73.2,0,-86.86791667,-82.75802778,0.1,0,4.8,3.8,0
733742.3333,-75.9,0,-80.54380556,-74.53494444,0,0,3.7,4.1,0
733742.375,-71.3,0,-76.66497222,-67.90811111,0,0,2.6,4.4,0
733742.4167,-71.2,0,-74.07919444,-62.39608333,0,0,0.5,4.7,0
733742.4583,-69.3,0,-72.91469444,-58.20013889,0,0,-1.3,5.1,0
733742.5,-67.2,0,-73.88027778,-55.45422222,0,0,-2.9,5.4,0
733742.5417,-66.2,16.1,-77.92008333,-54.49158333,0,0.1,-4.3,5.5,0
733742.5833,-65.9,50.8,-84.59125,-55.55305556,-0.1,0.1,-5.5,5.7,0
733742.625,-63.6,74.8,-92.93130556,-58.093,-0.1,0.1,-6.5,5.5,0
733742.6667,-63.5,85.9,-100.7841111,-60.84580556,-0.1,0.1,-7.5,5.2,0
733742.7083,-53.1,63.9,-107.7022778,-63.38386111,-0.1,0.1,-8.4,4.6,0
733742.75,-54.6,38.5,-116.2703333,-64.65252778,-0.2,0.1,-9.5,3.8,0
733742.7917,-60.7,11.5,-129.0299722,-63.81455556,-0.3,0.1,-10.4,2.8,0
733742.8333,-55.4,0,-138.1727778,-64.51336111,-0.3,0.1,-11.2,1.6,0
733742.875,-55.8,0,-146.3328611,-64.70491667,-0.4,0,-11.9,0.5,0
733742.9167,-50.8,0,-153.1946944,-68.12405556,-0.5,0,-13.3,-0.3,0
733742.9583,-48,0,-161.4922222,-71.24072222,-0.5,0,-13.9,-1.1,0
733743,-47.8,0,-167.0524722,-74.93913889,-0.6,-0.1,-14.8,-1.9,0
733743.0417,-47.2,0,-169.5974167,-79.47555556,-0.7,-0.1,-15,-2.4,0
733743.0833,-45.3,0,-169.1237222,-78.17158333,-0.7,-0.2,-15.4,-2.8,0
733743.125,-43.7,0,-167.6600833,-75.66688889,-0.8,-0.2,-15.7,-2.9,0
733743.1667,-41.4,0,-163.4111111,-73.39480556,-0.8,-0.2,-15.6,-2.8,0
733743.2083,-41.4,0,-153.8930833,-71.41997222,-0.8,-0.2,-15.3,-3,0
733743.25,-37,0,-141.1322222,-71.81294444,-0.7,-0.2,-15.2,-3.3,0
733743.2917,-38.3,0,-112.9205556,-49.84016667,-0.6,-0.2,-14.6,-3.8,0
733743.3333,-34.6,0,-97.16594444,-44.22527778,-0.5,-0.2,-14.2,-4.4,0
733743.375,-32.8,0,-86.62866667,-42.22311111,-0.5,-0.2,-13.3,-5.6,0
733743.4167,-32.6,0,-74.05405556,-40.48697222,-0.4,-0.2,-13.3,-6.8,0
733743.4583,-32.2,0,-66.78038889,-40.24880556,-0.4,-0.3,-13.1,-7.7,0
733743.5,-27,0,-60.89438889,-41.03063889,-0.4,-0.4,-12.6,-8.5,0
733743.5417,-28.4,7.7,-62.387,-42.05919444,-0.4,-0.4,-12.2,-9.8,0
733743.5833,-27.2,20.2,-65.63102778,-41.5605,-0.4,-0.5,-11.3,-10.4,0
733743.625,-26,34.5,-64.91761111,-37.27358333,-0.4,-0.5,-10,-9.9,0
733743.6667,-26.9,40.7,-54.83002778,-29.40952778,-0.3,-0.4,-9.6,-8.6,0
733743.7083,-23.2,30.3,-42.33697222,-24.569,-0.3,-0.3,-9.6,-7.2,0
733743.75,-23.1,22.1,-34.65280556,-20.40597222,-0.3,-0.2,-10.2,-6.3,0
733743.7917,-24,6.3,-33.86363889,-18.93808333,-0.3,-0.2,-10.5,-5.9,0
733743.8333,-26.1,0,-33.52858333,-16.41269444,-0.3,-0.2,-10.9,-5.5,0
733743.875,-24.3,0,-33.61483333,-15.16777778,-0.3,-0.2,-11.4,-4.9,0
733743.9167,-23.5,0,-34.50280556,-14.52808333,-0.4,-0.2,-10.3,-4.3,0
733743.9583,-21.6,0,-36.12175,-13.88919444,-0.4,-0.2,-10.6,-3.8,0
733744,-22.7,0,-35.24077778,-14.67269444,-0.3,-0.2,-10,-3.5,0
733744.0417,-24.3,0,-34.32766667,-15.46527778,-0.3,-0.2,-10,-4,0
733744.0833,-30.5,0,-34.99225,-16.36741667,-0.3,-0.2,-10,-4.6,0
733744.125,-26.6,0,-36.99511111,-15.52544444,-0.3,-0.2,-10.1,-5.4,0
733744.1667,-28.8,0,-39.58769444,-13.20258333,-0.3,-0.2,-10.5,-6.1,0
733744.2083,-28.3,0,-41.73175,-10.09294444,-0.3,-0.2,-10.8,-6.7,0
733744.25,-29.3,0,-41.78788889,-9.218416667,-0.3,-0.2,-11.3,-6.9,0
733744.2917,-29.9,0,-50.44336111,-10.86152778,-0.4,-0.3,-11.6,-7,0
733744.3333,-33.7,0,-53.53797222,-10.36477778,-0.4,-0.3,-11.7,-6.9,0
733744.375,-33,0,-55.49313889,-10.45777778,-0.4,-0.3,-11.8,-6.8,0
733744.4167,-31.4,0,-56.82202778,-10.03388889,-0.4,-0.3,-12,-7.4,0
733744.4583,-36.7,0,-58.25386111,-9.563916667,-0.4,-0.2,-12.3,-7,0
733744.5,-39.3,0,-58.65355556,-9.647527778,-0.4,-0.2,-12.6,-6.5,0
733744.5417,-44.1,12.3,-58.98977778,-9.660777778,-0.3,-0.2,-12.5,-6.2,0
733744.5833,-49,42.2,-59.85788889,-9.600083333,-0.3,-0.2,-12.3,-6.2,0
733744.625,-46.6,63.7,-59.92511111,-10.19672222,-0.3,-0.2,-11.9,-6.1,0
733744.6667,-55.4,72.9,-58.29477778,-11.17311111,-0.3,-0.2,-11.6,-6.3,0
733744.7083,-55.5,69.3,-57.66030556,-10.96225,-0.3,-0.2,-11.4,-7,0
733744.75,-54.8,44,-59.01405556,-9.847888889,-0.3,-0.2,-11,-7.7,0
733744.7917,-55.8,10.6,-63.15102778,-8.1355,-0.3,-0.2,-10.6,-8.4,0
733744.8333,-57.1,0,-63.92963889,-9.9925,-0.3,-0.2,-10.3,-8.9,0
733744.875,-54.8,0,-65.88744444,-12.67963889,-0.3,-0.3,-9.8,-9.7,0
733744.9167,-56.8,0,-69.737,-16.11711111,-0.3,-0.3,-9.1,-10.7,0
733744.9583,-68.6,0,-73.19533333,-21.24383333,-0.3,-0.4,-8.7,-11.7,0
733745,-74,0,-74.66280556,-26.67077778,-0.3,-0.4,-8.2,-12.3,0
733745.0417,-70.8,0,-76.81536111,-32.863,-0.3,-0.4,-7.8,-12.6,0
733745.0833,-76.1,0,-79.96258333,-38.88608333,-0.3,-0.4,-7.2,-13.1,0
733745.125,-79.7,0,-82.52591667,-44.66875,-0.2,-0.4,-6.4,-13.4,0
733745.1667,-77.2,0,-85.36877778,-49.85258333,-0.2,-0.5,-6.1,-13.3,0
733745.2083,-73.5,0,-88.9815,-54.49027778,-0.2,-0.5,-5.8,-13.1,0
733745.25,-71.2,0,-92.77927778,-56.97925,-0.2,-0.4,-5.5,-13.1,0
733745.2917,-73.2,0,-106.3111944,-63.95744444,-0.2,-0.5,-4.9,-13.3,0
733745.3333,-73.2,0,-115.11725,-68.16102778,-0.2,-0.5,-4.2,-13.6,0
733745.375,-63.1,0,-126.9471667,-73.82505556,-0.1,-0.5,-3.4,-14.1,0
733745.4167,-59.3,0,-142.7368333,-83.63058333,-0.1,-0.6,-2.6,-15,0
733745.4583,-52.4,0,-159.7323056,-95.75286111,-0.1,-0.6,-1.7,-15.7,0
733745.5,-44.4,0,-173.2071944,-106.8603889,-0.1,-0.7,-1,-15.8,0
733745.5417,-43.2,6.6,-179.6034167,-114.6143333,-0.1,-0.7,-0.3,-15.8,0
733745.5833,-44.2,26.1,-182.679,-118.9349444,0,-0.7,0.5,-15.7,0
733745.625,-44.9,40.2,-185.3721667,-122.2587222,0,-0.7,1.1,-15.6,0
733745.6667,-45.7,34.8,-187.9238333,-125.4155556,0.1,-0.7,1.6,-15.5,0
733745.7083,-46.5,28.6,-189.3506389,-128.3322778,0.1,-0.7,2.2,-15.3,0
733745.75,-46.8,18.4,-190.1105833,-128.4777222,0.1,-0.7,2.9,-15.1,0
733745.7917,-46.9,4.9,-187.1293889,-125.9158889,0.1,-0.6,3.6,-14.9,0
733745.8333,-47.5,0,-189.3313611,-126.6924722,0.2,-0.6,4,-14.7,0
733745.875,-48.2,0,-190.15675,-126.8034167,0.2,-0.6,4.3,-14.5,0
733745.9167,-50,0,-190.6988611,-127.8286389,0.2,-0.6,5.4,-14.1,0
733745.9583,-49.9,0,-191.2921111,-129.0536667,0.2,-0.6,5.8,-14.1,0
733746,-51.5,0,-190.82925,-129.6025833,0.2,-0.5,6,-14,0
733746.0417,-55.2,0,-186.0896944,-132.2460833,0.2,-0.5,6.3,-13.7,0
733746.0833,-71,0,-178.4134167,-142.1437778,0.3,-0.5,6.7,-13.5,0
733746.125,-102.9,0,-171.8578611,-148.6351667,0.3,-0.5,7,-13,0
733746.1667,-106.7,0,-171.3136944,-151.8033056,0.3,-0.5,7.4,-12.6,0
733746.2083,-108,0,-171.5385556,-153.8835556,0.3,-0.5,7.7,-12.1,0
733746.25,-108.2,0,-171.3116389,-155.0492778,0.3,-0.5,8,-11.7,0
733746.2917,-105.7,0,-163.5959167,-149.1134167,0.3,-0.4,8.2,-11.1,0
733746.3333,-107.4,0,-162.2076667,-147.8406389,0.3,-0.4,8.5,-10.6,0
733746.375,-110.2,0,-160.401,-145.9055278,0.3,-0.3,8.7,-10.1,0
733746.4167,-111.8,0,-160.5849167,-145.1273056,0.3,-0.3,8.4,-9.8,0
733746.4583,-107.7,0,-162.2424444,-145.99,0.3,-0.3,8.7,-9.1,0
733746.5,-111,0,-161.184,-144.4947778,0.3,-0.3,9,-8.4,0
733746.5417,-115.6,18.7,-158.0338611,-141.41025,0.3,-0.2,8.9,-8.1,0
733746.5833,-117.2,66.1,-152.9133056,-137.23425,0.3,-0.2,8.8,-7.6,0
733746.625,-113.4,104.8,-146.5507222,-132.4227222,0.2,-0.2,8.8,-7,0
733746.6667,-111.3,115.1,-141.5269444,-128.8665556,0.2,-0.2,9,-6.5,0
733746.7083,-116.9,106.3,-137.3665833,-125.5684167,0.2,-0.2,8.9,-6.1,0
733746.75,-112.5,60.3,-133.3667778,-122.3641389,0.2,-0.1,8.9,-5.8,0
733746.7917,-110.4,15.1,-127.2980278,-121.2163611,0.2,-0.1,8.7,-5.8,0
733746.8333,-119.8,0,-123.1288889,-116.8496944,0.2,-0.1,8.4,-5.7,0
733746.875,-120.3,0,-118.9398889,-112.6215556,0.2,-0.1,8.1,-5.6,0
733746.9167,-116.1,0,-114.9666667,-108.8774444,0.2,-0.1,8.3,-5.3,0
733746.9583,-114.7,0,-110.3329444,-104.8154444,0.1,-0.1,8.3,-5.2,0
733747,-114.2,0,-107.0851111,-101.9663333,0.1,-0.1,8.2,-5.3,0
733747.0417,-118.5,0,-104.5627222,-99.68294444,0.1,-0.1,7.9,-5.4,0
733747.0833,-115.8,0,-101.8014444,-96.73530556,0.1,-0.1,7.6,-5.5,0
733747.125,-118.2,0,-97.60891667,-92.57394444,0.1,-0.1,7.2,-5.5,0
733747.1667,-118,0,-92.40386111,-88.12391667,0.1,-0.1,6.8,-5.7,0
733747.2083,-115.7,0,-87.97161111,-84.01719444,0.1,-0.1,6.3,-5.6,0
733747.25,-117.1,0,-84.46122222,-80.41025,0.1,-0.1,5.9,-5.4,0
733747.2917,-113.1,0,-94.93388889,-92.08077778,0.1,-0.1,5.5,-5.3,0
733747.3333,-117.9,0,-90.37647222,-87.54797222,0.1,-0.1,5.3,-5.1,0
733747.375,-118.5,0,-87.60875,-84.35305556,0.1,-0.1,5,-5,0
733747.4167,-121.3,0,-85.22288889,-81.58011111,0.1,-0.1,5.6,-4.3,0
733747.4583,-118.1,0,-82.30225,-78.49916667,0.1,-0.1,5.9,-4,0
733747.5,-116.1,0,-78.36411111,-74.60052778,0.1,-0.1,6.1,-3.6,0
733747.5417,-117.1,17.8,-73.39852778,-70.03569444,0,0,6.3,-3.2,0
733747.5833,-113.4,65.6,-70.22672222,-67.72747222,0,0,6.7,-2.7,0
733747.625,-115.6,105.7,-70.64775,-69.32122222,0.1,0,7.1,-2.2,0
733747.6667,-116.5,121.7,-75.76247222,-75.80708333,0.1,0,7.5,-1.7,0
733747.7083,-117.2,105.3,-82.70780556,-84.46372222,0.1,0,7.8,-1.1,0
733747.75,-113.9,62.7,-89.63675,-92.90125,0.1,0,8.1,-0.5,0
733747.7917,-112.6,14,-105.6609167,-109.9068333,0.1,0,8.3,0,0
733747.8333,-107,0,-108.3225,-112.3913889,0.1,0,8.2,0.5,0
733747.875,-98.7,0,-110.0127778,-113.2927222,0.1,0,8.3,1.3,0
733747.9167,-94.5,0,-113.2871944,-116.2999722,0.1,0,8.1,2.8,0
733747.9583,-87.5,0,-118.6866944,-120.9083889,0.2,0,8.3,3.4,0
733748,-75.9,0,-124.7715,-126.2903611,0.2,0.1,8.7,3.6,0
733748.0417,-72.3,0,-131.0151111,-131.2666667,0.2,0.1,9.3,3.6,0
733748.0833,-69,0,-139.5425278,-138.0768056,0.2,0.1,9.8,3.3,0
733748.125,-66.9,0,-146.8457222,-142.8279167,0.2,0.1,10.1,3,0
733748.1667,-64.9,0,-150.5833056,-143.9762222,0.3,0.1,10.1,3,0
733748.2083,-64.4,0,-151.8378889,-141.6773889,0.3,0.1,10,3.7,0
733748.25,-61.2,0,-155.5059167,-138.7231111,0.3,0.1,10,4.7,0
733748.2917,-62.1,0,-148.8588056,-135.5296111,0.3,0.1,9.9,5.9,0
733748.3333,-63.2,0,-156.281,-137.35625,0.3,0.2,10,6.9,0
733748.375,-64.6,0,-163.4701944,-142.8941389,0.3,0.2,10.1,7.7,0
733748.4167,-65.2,0,-167.6989722,-150.1471944,0.4,0.3,10.3,8.1,0
733748.4583,-71.8,0,-165.9256389,-155.0561667,0.4,0.3,10.3,8.2,0
733748.5,-77.3,0,-160.9738056,-154.8856389,0.4,0.3,10.2,8.2,0
733748.5417,-87.4,12.2,-154.3766944,-151.6261389,0.4,0.3,10,8.2,0
733748.5833,-94.6,52.1,-148.9353889,-149.6946111,0.3,0.3,9.9,8.5,0
733748.625,-100,92.6,-146.7503889,-147.6469167,0.3,0.2,9.9,8.8,0
733748.6667,-105.5,108.2,-146.3536389,-146.8372222,0.3,0.2,9.9,9.1,0
733748.7083,-103,94,-146.1954722,-146.6045556,0.3,0.3,9.7,9.3,0
733748.75,-101.3,55.6,-148.8699444,-146.9346389,0.3,0.3,9.6,9.4,0
733748.7917,-81.5,10.3,-173.8835,-148.6453611,0.3,0.3,9.5,9.5,0
733748.8333,-83.2,0,-174.2486944,-146.3871111,0.3,0.3,9.4,9.5,0
733748.875,-88.8,0,-170.1880278,-144.5913611,0.3,0.3,9.3,9.4,0
733748.9167,-96.7,0,-165.2680556,-141.9348889,0.3,0.3,8.9,9.9,0
733748.9583,-90.3,0,-159.6861111,-139.1199722,0.3,0.3,8.7,9.6,0
733749,-87.4,0,-154.0679444,-137.0460556,0.3,0.3,8.3,9.3,0
733749.0417,-86.4,0,-149.8903611,-138.5293889,0.3,0.3,8.4,9,0
733749.0833,-83.4,0,-145.8314722,-143.7137778,0.3,0.2,8.8,8.2,0
733749.125,-73.2,0,-141.9652222,-147.7630833,0.3,0.2,9.3,6.9,0
733749.1667,-74.5,0,-139.6425278,-151.9349444,0.3,0.2,10.1,5.5,0
733749.2083,-74.2,0,-139.0533611,-155.6048056,0.3,0.1,10.7,4,0
733749.25,-78.3,0,-137.0774167,-155.2857778,0.3,0.1,10.7,3,0
733749.2917,-83.6,0,-132.28025,-150.2435278,0.3,0.1,10.8,2.2,0
733749.3333,-103.2,0,-133.4100278,-148.6249444,0.3,0,11,1.4,0
733749.375,-106.8,0,-137.1473056,-148.9823333,0.3,0,11.3,0.3,0
733749.4167,-113,0,-143.9049167,-150.9296111,0.3,0,11.9,-0.6,0
733749.4583,-113.9,0,-151.5636944,-153.9724444,0.3,0,12.4,-1.3,0
733749.5,-121,0,-158.8221389,-157.5241944,0.3,0,12.6,-1.9,0
733749.5417,-115.5,14.8,-160.9296389,-158.5204444,0.3,-0.1,12.6,-2.4,0
733749.5833,-116.9,60.8,-159.0934444,-157.8652778,0.3,-0.1,12.6,-2.8,0
733749.625,-117.8,101.5,-155.56525,-154.7686111,0.3,-0.1,12.6,-3.2,0
733749.6667,-114.1,110.8,-155.1371944,-153.2811389,0.4,-0.1,12.7,-3.5,0
733749.7083,-113.5,94.6,-156.8739722,-152.49875,0.4,-0.1,12.8,-3.8,0
733749.75,-106.3,58.6,-158.9051667,-151.938,0.4,-0.1,12.8,-3.9,0
733749.7917,-117.6,13,-163.8333056,-156.7114444,0.4,-0.1,12.5,-4,0
733749.8333,-109.7,0,-161.4866389,-151.3341389,0.4,-0.1,12.1,-3.8,0
733749.875,-108.4,0,-156.5508889,-143.1176944,0.4,-0.1,11.8,-3.3,0
733749.9167,-100.1,0,-151.3458333,-135.2251944,0.3,-0.1,11.5,-2.8,0
733749.9583,-99.3,0,-147.1144167,-127.9028611,0.3,-0.1,11.1,-2.1,0
733750,-91,0,-142.7651944,-120.2965833,0.3,0,10.9,-1.1,0
733750.0417,-89.4,0,-139.8480833,-115.0042778,0.3,0,10.6,-0.2,0
733750.0833,-81.1,0,-137.4560556,-110.7841389,0.2,0,10.2,0.8,0
733750.125,-70.9,0,-135.005,-107.6543611,0.2,0,9.9,1.7,0
733750.1667,-62,0,-133.8971667,-106.6123056,0.2,0,9.5,2.5,0
733750.2083,-61,0,-131.2998889,-105.4195278,0.2,0.1,8.9,3.4,0
733750.25,-59.4,0,-129.0947222,-106.5786389,0.2,0.1,8.3,4.6,0
733750.2917,-58.6,0,-123.56775,-104.8171111,0.2,0.1,7.5,5.7,0
733750.3333,-58.5,0,-122.2584722,-106.9362778,0.1,0.1,6.9,6.5,0
733750.375,-53.7,0,-119.7398611,-107.5064444,0.1,0.1,6.4,6.9,0
733750.4167,-54.1,0,-116.8724444,-106.0537222,0.1,0.1,5.7,7.5,0
733750.4583,-52.6,0,-117.4960833,-104.6018611,0.1,0.2,5.5,8.1,0
733750.5,-49,0,-120.7845556,-103.9682222,0.1,0.2,5.4,8.8,0
733750.5417,-49.5,5.2,-123.4902778,-103.6737778,0.1,0.2,5.3,9.2,0
733750.5833,-46.5,20.4,-123.0467222,-102.3443889,0.1,0.2,5.4,9.4,0
733750.625,-46.9,37.4,-119.8509722,-99.81788889,0.1,0.2,5.5,9.3,0
733750.6667,-47.8,46,-117.6235556,-97.76963889,0.1,0.2,5.9,9.3,0
733750.7083,-49.6,40.1,-116.7472778,-97.75061111,0.1,0.2,6.6,8.9,0
733750.75,-50.4,25.5,-115.3435556,-97.26433333,0.1,0.2,7.1,8.3,0
733750.7917,-53.5,5.6,-118.2001667,-101.3095278,0.2,0.2,7.3,7.8,0
733750.8333,-53.1,0,-114.4275,-97.18569444,0.2,0.2,7.3,7.2,0
733750.875,-54.1,0,-110.2031389,-91.34947222,0.1,0.1,7.1,6.8,0
733750.9167,-55,0,-104.7089167,-85.89516667,0.1,0.1,6.2,6.5,0
733750.9583,-52.8,0,-99.29247222,-80.06613889,0.1,0.1,6.2,6.2,0
733751,-58.3,0,-95.071,-74.83897222,0.1,0.1,6.3,5.8,0
733751.0417,-54.6,0,-91.23286111,-70.29813889,0.1,0.1,6.3,5.6,0
733751.0833,-60.9,0,-87.33216667,-66.55516667,0.1,0.1,6.2,5.3,0
733751.125,-72.5,0,-83.29547222,-63.60752778,0.1,0.1,6,4.6,0
733751.1667,-74.6,0,-77.77144444,-59.867,0.1,0.1,5.6,3.8,0
733751.2083,-64.1,0,-70.91852778,-54.58108333,0.1,0,4.9,3.1,0
733751.25,-65.9,0,-63.13786111,-47.798,0,0,4.3,1.9,0
733751.2917,-61,0,-49.05044444,-35.15219444,0,0,3.7,0.9,0
733751.3333,-56.6,0,-40.64202778,-29.26575,0,0,3,0.2,0
733751.375,-54.6,0,-36.81205556,-27.99930556,0,0,2.5,-0.6,0
733751.4167,-56.5,0,-35.99688889,-30.26697222,0,0,1.6,-2.3,0
733751.4583,-62.4,0,-39.38241667,-35.46816667,0,0,1.6,-3.4,0
733751.5,-64.1,0,-44.71816667,-40.91308333,0,0,1.8,-4.4,0
733751.5417,-66.5,9.5,-48.85425,-43.91122222,0,-0.1,2.1,-5.1,0
733751.5833,-68.4,40.8,-51.49272222,-44.53325,0,-0.1,2.7,-5.7,0
733751.625,-74.3,64.5,-55.23088889,-45.26733333,0,-0.1,3.4,-6.4,0
733751.6667,-69.4,72.1,-60.35580556,-47.69616667,0,-0.1,4,-7.1,0
733751.7083,-66.5,58.4,-66.68216667,-51.90691667,0.1,-0.1,4.5,-7.7,0
733751.75,-63.2,35.6,-72.85702778,-57.848,0.1,-0.1,5.2,-8.5,0
733751.7917,-58.2,6.3,-94.36402778,-79.72116667,0.2,-0.2,5.8,-9.2,0
733751.8333,-61.4,0,-102.7125,-90.8665,0.2,-0.3,6.7,-9.9,0
733751.875,-61.8,0,-112.9559167,-104.2436389,0.3,-0.4,7.9,-10.4,0
733751.9167,-62.5,0,-126.2735,-120.8852222,0.4,-0.4,10.5,-12.1,0
733751.9583,-60.2,0,-141.4415833,-139.4740556,0.5,-0.5,11.8,-12.3,0
733752,-61.7,0,-158.059,-159.7269722,0.7,-0.6,13,-12.2,0
733752.0417,-60.7,0,-174.9457222,-180.4178611,0.8,-0.6,13.5,-11.8,0
733752.0833,-64.8,0,-189.4544722,-197.9237778,0.9,-0.7,13.8,-11.3,0
733752.125,-66.2,0,-198.7125556,-209.8868333,1,-0.7,14,-10.7,0
733752.1667,-68.9,0,-203.1799167,-215.5464722,1,-0.7,14.4,-10.1,0
733752.2083,-73.9,0,-205.2415,-217.2673889,1,-0.6,14.8,-9.7,0
733752.25,-74.5,0,-205.9344722,-217.0866389,0.9,-0.6,14.9,-9.6,0
733752.2917,-77.2,0,-212.3844722,-228.5703056,0.8,-0.5,14.5,-9.5,0
733752.3333,-77.8,0,-212.52775,-228.1279444,0.8,-0.5,14.4,-9.5,0
733752.375,-75.7,0,-214.4104444,-229.1606389,0.8,-0.5,14.4,-9.7,0
733752.4167,-79.5,0,-219.5575833,-234.7321944,0.8,-0.5,14.1,-10.4,0
733752.4583,-76.2,0,-224.8608611,-241.34225,0.8,-0.5,14.7,-10.6,0
733752.5,-83.3,0,-229.97,-247.2745278,0.8,-0.5,14.9,-10.3,0
733752.5417,-79.8,8.5,-233.3403611,-251.7405278,0.8,-0.5,14.8,-9.8,0
733752.5833,-82.8,40.3,-234.6250833,-253.496,0.8,-0.5,14.7,-8.9,0
733752.625,-82.5,63.8,-233.4341944,-253.9988056,0.8,-0.4,14.6,-8.1,0
733752.6667,-84.1,74.9,-232.3155,-254.9685556,0.8,-0.4,14.7,-7.4,0
733752.7083,-85.1,66.5,-229.1492778,-253.8335,0.8,-0.3,14.5,-7,0
733752.75,-86.3,43.1,-226.6935556,-253.6306389,0.7,-0.3,14.6,-6.4,0
733752.7917,-99.5,10.2,-218.9686944,-248.1783056,0.6,-0.3,14.6,-5.9,0
733752.8333,-107,0,-220.7645278,-254.1411944,0.6,-0.2,14.8,-5.2,0
733752.875,-107.1,0,-222.6861111,-260.1259167,0.6,-0.2,15.1,-4.4,0
733752.9167,-106.2,0,-226.7037778,-269.3328611,0.7,-0.2,14.8,-3.3,0
733752.9583,-101.6,0,-231.2181667,-279.3916944,0.7,-0.1,15.1,-2.3,0
733753,-107.1,0,-232.2465,-284.6238333,0.7,-0.1,15.1,-1.5,0
733753.0417,-99.7,0,-229.8135833,-285.3313889,0.6,-0.1,15,-1,0
733753.0833,-103.8,0,-224.8032778,-282.5639722,0.6,0,14.6,-0.6,0
733753.125,-98,0,-217.6880556,-277.4952222,0.6,0,14.5,-0.4,0
733753.1667,-102.6,0,-209.0773056,-269.25475,0.5,0,14.2,-0.4,0
733753.2083,-100.4,0,-201.5548333,-261.899,0.5,0,13.8,-0.5,0
733753.25,-104.3,0,-193.2978611,-251.95525,0.4,0,13.3,-0.7,0
733753.2917,-111.1,0,-210.9500278,-268.6329722,0.4,0,13,-1.1,0
733753.3333,-110,0,-206.1698333,-258.3034167,0.4,0,12.6,-1.5,0
733753.375,-109.2,0,-197.9236944,-243.7925833,0.4,-0.1,12.2,-2.1,0
733753.4167,-107.9,0,-189.379,-229.0190556,0.3,-0.1,11.8,-1.9,0
733753.4583,-106.6,0,-180.3586667,-213.2291111,0.3,-0.1,11.2,-2.2,0
733753.5,-107.9,0,-172.3157222,-198.452,0.3,-0.1,10.7,-2.4,0
733753.5417,-110.8,9.1,-164.8961389,-184.7696667,0.2,-0.1,10.4,-2.4,0
733753.5833,-106,42.6,-160.4603611,-175.1942778,0.2,-0.1,10.4,-2.3,0
733753.625,-110,71.1,-158.7855833,-170.5596667,0.2,-0.1,10.7,-2.3,0
733753.6667,-110,86.9,-162.5789722,-174.3065,0.3,-0.1,11.2,-2.4,0
733753.7083,-102.3,71.1,-169.1588333,-181.9718611,0.3,-0.1,11.6,-2.8,0
733753.75,-101.5,41.7,-176.5898056,-190.2071111,0.4,-0.2,11.7,-3.1,0
733753.7917,-99.8,8.7,-169.9798333,-184.9209167,0.4,-0.1,11.4,-3.5,0
733753.8333,-94,0,-169.62225,-182.3033056,0.5,-0.1,11.2,-4.2,0
733753.875,-93.2,0,-166.3475556,-177.0286944,0.5,-0.2,10.7,-5.3,0
733753.9167,-87.1,0,-164.2935556,-171.9273611,0.5,-0.2,9.4,-4.9,0
733753.9583,-84.7,0,-167.3711944,-168.6284167,0.5,-0.3,8.6,-7.1,0
733754,-80.4,0,-173.2852778,-169.3638611,0.5,-0.3,8,-8.6,0
733754.0417,-83.2,0,-180.6232778,-175.4614444,0.5,-0.4,8.1,-9.2,0
733754.0833,-78.9,0,-186.5507778,-181.4210278,0.5,-0.4,8.6,-9.4,0
733754.125,-80,0,-191.7189722,-187.0687778,0.6,-0.4,9.4,-9.4,0
733754.1667,-83,0,-193.8586667,-189.1446111,0.6,-0.4,10.3,-9.5,0
733754.2083,-84.9,0,-192.0549444,-186.5344722,0.5,-0.4,11,-9.7,0
733754.25,-86.4,0,-187.0653889,-180.1460556,0.5,-0.4,11.1,-9.5,0
733754.2917,-85.9,0,-161.8500833,-154.7426667,0.4,-0.3,11,-9.2,0
733754.3333,-91,0,-154.3290556,-147.1689167,0.4,-0.3,10.6,-8.6,0
733754.375,-91.8,0,-145.4077778,-138.8826389,0.3,-0.2,10,-8.1,0
733754.4167,-95.5,0,-136.8713056,-131.5818333,0.3,-0.2,9.8,-7.5,0
733754.4583,-102.3,0,-127.4766667,-124.5213889,0.2,-0.2,8.6,-7.1,0
733754.5,-102.7,0,-118.6106667,-118.90375,0.2,-0.2,7.4,-6.7,0
733754.5417,-105.6,9.5,-109.4174722,-111.2576944,0.2,-0.1,6.5,-6,0
